year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2020,7,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",90.00,2.00,1.73,0.00,0.27,0.00,0.00,0.00,0.00,66.00,57.00,0.00,9.00,0.00,0.00
2020,6,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",112.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,6,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",279.00,21.00,11.42,1.76,5.82,1.00,1.00,0.00,0.00,742.00,479.00,89.00,135.00,18.00,21.00
2020,6,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",76.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,241.00,241.00,0.00,0.00,0.00,0.00
2020,6,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",921.00,63.00,30.42,1.00,16.34,0.08,15.16,14.00,0.00,3873.00,2109.00,48.00,873.00,8.00,835.00
2020,6,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",498.00,15.00,9.99,0.00,3.01,0.00,2.00,1.00,0.00,1204.00,1034.00,0.00,49.00,0.00,121.00
2020,6,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,5,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",110.00,4.00,3.00,0.00,0.00,0.00,1.00,11.00,0.00,315.00,293.00,0.00,0.00,0.00,22.00
2020,5,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",87.00,5.00,4.00,0.00,1.00,0.00,0.00,0.00,0.00,192.00,175.00,0.00,17.00,0.00,0.00
2020,5,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",69.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,17.00,0.00,0.00
2020,5,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",502.00,30.00,12.33,3.00,10.30,0.00,4.37,62.00,0.00,1975.00,1402.00,159.00,298.00,0.00,116.00
2020,5,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",188.00,11.00,9.85,0.00,1.15,0.00,0.00,0.00,1.00,614.00,580.00,0.00,34.00,0.00,0.00
2020,5,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,PT,Piedmont Airlines,JFK,"New York, NY: John F. Kennedy International",8.00,1.00,1.00,0.00,0.00,0.00,0.00,3.00,0.00,22.00,22.00,0.00,0.00,0.00,0.00
2020,4,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",103.00,0.00,0.00,0.00,0.00,0.00,0.00,76.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",438.00,12.00,6.01,0.97,4.18,0.00,0.84,276.00,0.00,913.00,549.00,142.00,124.00,0.00,98.00
2020,4,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",409.00,15.00,12.55,0.00,0.00,0.00,2.45,261.00,0.00,740.00,529.00,0.00,0.00,0.00,211.00
2020,4,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",101.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,4,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",1001.00,20.00,9.63,1.00,4.59,0.00,4.77,363.00,0.00,1156.00,651.00,34.00,121.00,0.00,350.00
2020,4,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",488.00,9.00,6.33,0.00,2.20,0.00,0.47,182.00,0.00,435.00,337.00,0.00,48.00,0.00,50.00
2020,4,MQ,Envoy Air,JFK,"New York, NY: John F. Kennedy International",,,,,,,,,,,,,,,
2020,3,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1942.00,103.00,32.86,1.66,29.95,0.00,38.53,187.00,1.00,8187.00,4097.00,245.00,1356.00,0.00,2489.00
2020,3,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1262.00,76.00,28.91,1.67,21.71,0.34,23.37,261.00,2.00,5725.00,2259.00,66.00,798.00,26.00,2576.00
2020,3,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",374.00,33.00,10.72,0.00,17.37,0.00,4.90,66.00,0.00,1657.00,803.00,0.00,559.00,0.00,295.00
2020,3,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3540.00,272.00,91.57,1.72,66.42,1.00,111.29,613.00,6.00,17159.00,6364.00,125.00,3443.00,21.00,7206.00
2020,3,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",3061.00,198.00,69.81,1.44,72.97,1.86,51.91,644.00,6.00,13624.00,6215.00,221.00,3476.00,86.00,3626.00
2020,3,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",29.00,8.00,8.00,0.00,0.00,0.00,0.00,4.00,0.00,434.00,434.00,0.00,0.00,0.00,0.00
2020,3,MQ,Envoy Air,JFK,"New York, NY: John F. Kennedy International",308.00,19.00,3.52,0.82,7.94,0.00,6.72,87.00,0.00,1396.00,425.00,23.00,387.00,0.00,561.00
2020,3,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",310.00,20.00,5.31,0.00,11.23,0.00,3.45,38.00,0.00,1079.00,304.00,0.00,422.00,0.00,353.00
2020,2,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1544.00,192.00,35.03,4.82,58.95,0.00,93.20,3.00,0.00,15822.00,3565.00,440.00,3032.00,0.00,8785.00
2020,2,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1217.00,150.00,71.43,1.51,36.80,1.00,39.27,4.00,0.00,9160.00,4695.00,93.00,1477.00,15.00,2880.00
2020,2,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",359.00,57.00,15.96,0.00,28.38,0.00,12.67,3.00,0.00,2481.00,678.00,0.00,711.00,0.00,1092.00
2020,2,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3214.00,393.00,153.04,3.62,82.79,1.65,151.89,9.00,3.00,25753.00,12917.00,229.00,2993.00,38.00,9576.00
2020,2,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2761.00,272.00,91.76,5.68,85.20,0.00,89.37,1.00,0.00,17509.00,9031.00,315.00,2616.00,0.00,5547.00
2020,2,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",29.00,18.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,741.00,741.00,0.00,0.00,0.00,0.00
2020,2,MQ,Envoy Air,JFK,"New York, NY: John F. Kennedy International",290.00,38.00,6.17,0.13,16.25,0.00,15.45,2.00,0.00,2433.00,472.00,13.00,767.00,0.00,1181.00
2020,2,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",350.00,43.00,9.64,0.73,17.43,0.00,15.20,1.00,0.00,3679.00,1115.00,76.00,675.00,0.00,1813.00
2020,1,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1666.00,195.00,50.30,5.81,85.38,0.00,53.52,2.00,0.00,17962.00,5883.00,550.00,6546.00,0.00,4983.00
2020,1,AA,American Airlines Network,JFK,"New York, NY: John F. Kennedy International",1309.00,198.00,78.14,2.66,68.78,0.12,48.31,4.00,2.00,16397.00,7185.00,243.00,3023.00,2.00,5944.00
2020,1,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",394.00,87.00,27.56,0.18,42.53,0.00,16.73,0.00,2.00,3951.00,1831.00,7.00,1298.00,0.00,815.00
2020,1,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3267.00,507.00,162.03,9.89,167.41,1.31,166.36,3.00,12.00,35674.00,12103.00,1422.00,9110.00,88.00,12951.00
2020,1,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2922.00,321.00,98.71,4.46,150.03,0.00,67.80,0.00,3.00,19880.00,8266.00,149.00,6827.00,0.00,4638.00
2020,1,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",31.00,9.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,265.00,265.00,0.00,0.00,0.00,0.00
2020,1,MQ,Envoy Air,JFK,"New York, NY: John F. Kennedy International",334.00,47.00,8.04,1.95,20.29,0.54,16.17,10.00,1.00,5599.00,1849.00,92.00,1728.00,19.00,1911.00
2020,1,YX,Republic Airline,JFK,"New York, NY: John F. Kennedy International",379.00,39.00,12.12,0.91,17.68,0.00,8.29,0.00,0.00,2799.00,1053.00,221.00,1176.00,0.00,349.00
